epoch,_time,action,sessionID,customer,amount
1529509830,2018/06/20 10:50:30 CDT,start,100095,Emerson,9308
1529509844,2018/06/20 10:50:44 CDT,start,100096,Kirby,4121
1529509833,2018/06/20 10:50:33 CDT,start,100097,Colin,6549
1529509838,2018/06/20 10:50:38 CDT,start,100098,Halee,3124
1529509838,2018/06/20 10:50:38 CDT,start,100099,Oleg,6472
1529509825,2018/06/20 10:50:25 CDT,start,100101,Blair,2344
1529509829,2018/06/20 10:50:29 CDT,start,100102,Yoko,5387
1529509828,2018/06/20 10:50:28 CDT,start,100103,Uta,8523
1529509826,2018/06/20 10:50:26 CDT,start,100104,Yasir,6625
1529509840,2018/06/20 10:50:40 CDT,start,100105,Indira,6795
1529509841,2018/06/20 10:50:41 CDT,start,100106,Constance,3213
1529509838,2018/06/20 10:50:38 CDT,start,100107,Keiko,2478
1529509830,2018/06/20 10:50:30 CDT,start,100108,Daryl,4427
1529509840,2018/06/20 10:50:40 CDT,start,100109,Xantha,4479
1529509840,2018/06/20 10:50:40 CDT,start,100110,Zenia,7467
1529509831,2018/06/20 10:50:31 CDT,start,100111,Tad,2084
1529509843,2018/06/20 10:50:43 CDT,start,100112,Griffin,4684
1529509844,2018/06/20 10:50:44 CDT,start,100113,Yoshi,3814
1529509838,2018/06/20 10:50:38 CDT,start,100114,Geraldine,9793
1529509839,2018/06/20 10:50:39 CDT,start,100115,Victor,6879
1529509825,2018/06/20 10:50:25 CDT,start,100116,Amity,4157
1529509839,2018/06/20 10:50:39 CDT,start,100117,Sigourney,6808
1529509826,2018/06/20 10:50:26 CDT,start,100118,Cairo,4775
1529509844,2018/06/20 10:50:44 CDT,start,100119,Kibo,7279
1529509838,2018/06/20 10:50:38 CDT,start,100120,Sawyer,2260
1529509843,2018/06/20 10:50:43 CDT,start,100121,Kameko,9604
1529509835,2018/06/20 10:50:35 CDT,start,100122,Shelly,8021
1529509842,2018/06/20 10:50:42 CDT,start,100123,Gillian,6410
1529509831,2018/06/20 10:50:31 CDT,start,100124,Nigel,9304
1529509836,2018/06/20 10:50:36 CDT,start,100125,Amber,5666
1529509843,2018/06/20 10:50:43 CDT,start,100126,September,9121
1529509843,2018/06/20 10:50:43 CDT,start,100127,Len,9423
1529509841,2018/06/20 10:50:41 CDT,start,100128,Owen,3923
1529509837,2018/06/20 10:50:37 CDT,start,100129,August,5597
1529509838,2018/06/20 10:50:38 CDT,start,100130,Leonard,8274
1529509826,2018/06/20 10:50:26 CDT,start,100131,Ariana,3329
1529509825,2018/06/20 10:50:25 CDT,start,100132,Isabelle,7450
1529509834,2018/06/20 10:50:34 CDT,start,100133,Emery,7406
1529509831,2018/06/20 10:50:31 CDT,start,100134,Ezra,5408
1529509833,2018/06/20 10:50:33 CDT,start,100135,Judah,3096
1529509828,2018/06/20 10:50:28 CDT,start,100136,Byron,4045
1529509837,2018/06/20 10:50:37 CDT,start,100137,Fritz,2184
1529509841,2018/06/20 10:50:41 CDT,start,100138,Zephr,5263
1529509836,2018/06/20 10:50:36 CDT,start,100139,Lani,7693
1529509831,2018/06/20 10:50:31 CDT,start,100140,Ashely,8955
1529509842,2018/06/20 10:50:42 CDT,start,100141,Jamalia,2521
1529509837,2018/06/20 10:50:37 CDT,start,100142,Virginia,9511
1529509839,2018/06/20 10:50:39 CDT,start,100143,Zephr,7144
1529509826,2018/06/20 10:50:26 CDT,start,100144,Martena,3764
1529509825,2018/06/20 10:50:25 CDT,start,100145,Hannah,5529
1529509825,2018/06/20 10:50:25 CDT,start,100146,Jael,4704
1529509844,2018/06/20 10:50:44 CDT,start,100147,Jerome,2763
1529509837,2018/06/20 10:50:37 CDT,start,100148,Ava,8324
1529509834,2018/06/20 10:50:34 CDT,start,100149,Steven,9584
1529509842,2018/06/20 10:50:42 CDT,start,100150,Kasimir,7687
1529509830,2018/06/20 10:50:30 CDT,start,100151,Arsenio,2698
1529509837,2018/06/20 10:50:37 CDT,start,100152,Ebony,4548
1529509827,2018/06/20 10:50:27 CDT,start,100153,Fritz,6415
1529509841,2018/06/20 10:50:41 CDT,start,100154,Doris,5523
1529509842,2018/06/20 10:50:42 CDT,start,100155,Cally,4802
1529509840,2018/06/20 10:50:40 CDT,start,100156,Edan,7368
1529509839,2018/06/20 10:50:39 CDT,start,100157,Zane,8072
1529509841,2018/06/20 10:50:41 CDT,start,100158,Brielle,7426
1529509844,2018/06/20 10:50:44 CDT,start,100159,Justin,9607
1529509826,2018/06/20 10:50:26 CDT,start,100160,Lyle,6596
1529509835,2018/06/20 10:50:35 CDT,start,100161,Kibo,5673
1529509834,2018/06/20 10:50:34 CDT,start,100162,Carlos,3429
1529509832,2018/06/20 10:50:32 CDT,start,100163,Drew,6106
1529509826,2018/06/20 10:50:26 CDT,start,100164,Lynn,2916
1529509832,2018/06/20 10:50:32 CDT,start,100165,Calvin,4006
1529509844,2018/06/20 10:50:44 CDT,start,100166,Noah,8268
1529509844,2018/06/20 10:50:44 CDT,start,100167,Mari,7387
1529509840,2018/06/20 10:50:40 CDT,start,100168,Wing,6115
1529509828,2018/06/20 10:50:28 CDT,start,100169,Orli,4067
1529509830,2018/06/20 10:50:30 CDT,start,100170,Samuel,4687
1529509828,2018/06/20 10:50:28 CDT,start,100171,Sasha,7541
1529509842,2018/06/20 10:50:42 CDT,start,100172,Gemma,7939
1529509834,2018/06/20 10:50:34 CDT,start,100173,Jillian,8870
1529509835,2018/06/20 10:50:35 CDT,start,100174,Kirk,8439
1529509830,2018/06/20 10:50:30 CDT,start,100175,Rajah,5308
1529509829,2018/06/20 10:50:29 CDT,start,100176,Palmer,8406
1529509830,2018/06/20 10:50:30 CDT,start,100177,Rana,8153
1529509835,2018/06/20 10:50:35 CDT,start,100178,Fuller,7768
1529509841,2018/06/20 10:50:41 CDT,start,100179,Jemima,7942
1529509833,2018/06/20 10:50:33 CDT,start,100180,Ivy,9682
1529509832,2018/06/20 10:50:32 CDT,start,100181,Brady,7366
1529509839,2018/06/20 10:50:39 CDT,start,100182,Jelani,5923
1529509826,2018/06/20 10:50:26 CDT,start,100183,Willa,8359
1529509834,2018/06/20 10:50:34 CDT,start,100184,Howard,5037
1529509841,2018/06/20 10:50:41 CDT,start,100185,Erica,2339
1529509828,2018/06/20 10:50:28 CDT,start,100186,Otto,4955
1529509831,2018/06/20 10:50:31 CDT,start,100187,Catherine,7783
1529509838,2018/06/20 10:50:38 CDT,start,100188,Penelope,7204
1529509837,2018/06/20 10:50:37 CDT,start,100189,Baxter,7442
1529509828,2018/06/20 10:50:28 CDT,start,100190,Nadine,8513
1529509837,2018/06/20 10:50:37 CDT,start,100191,Merritt,5868
1529509842,2018/06/20 10:50:42 CDT,start,100192,Nadine,3913
1529509834,2018/06/20 10:50:34 CDT,start,100193,Troy,4798
1529509843,2018/06/20 10:50:43 CDT,start,100194,Owen,2811
1529509834,2018/06/20 10:50:34 CDT,start,100195,Jermaine,6619
1529509840,2018/06/20 10:50:40 CDT,start,100196,Oscar,3572
1529509837,2018/06/20 10:50:37 CDT,start,100197,Aileen,6820
1529509836,2018/06/20 10:50:36 CDT,start,100198,Hilda,4998
1529509836,2018/06/20 10:50:36 CDT,start,100199,Jennifer,2669
1529509836,2018/06/20 10:50:36 CDT,start,100200,Kasper,5430
1529509842,2018/06/20 10:50:42 CDT,start,100201,Justine,4920
1529509844,2018/06/20 10:50:44 CDT,start,100202,Justin,9695
1529509839,2018/06/20 10:50:39 CDT,start,100203,Dominic,4114
1529509842,2018/06/20 10:50:42 CDT,start,100204,Hashim,2657
1529509825,2018/06/20 10:50:25 CDT,start,100205,Rhiannon,6265
1529509843,2018/06/20 10:50:43 CDT,start,100206,Matthew,4816
1529509835,2018/06/20 10:50:35 CDT,start,100207,Avram,6299
1529509834,2018/06/20 10:50:34 CDT,start,100208,Magee,6886
1529509827,2018/06/20 10:50:27 CDT,start,100209,Katelyn,5249
1529509836,2018/06/20 10:50:36 CDT,start,100210,Olivia,9170
1529509827,2018/06/20 10:50:27 CDT,start,100211,Liberty,2115
1529509825,2018/06/20 10:50:25 CDT,start,100212,Emerson,9151
1529509831,2018/06/20 10:50:31 CDT,start,100213,Hollee,6983
1529509840,2018/06/20 10:50:40 CDT,start,100214,Cain,8416
1529509836,2018/06/20 10:50:36 CDT,start,100215,Raphael,6242
1529509826,2018/06/20 10:50:26 CDT,start,100216,Shelley,7650
1529509826,2018/06/20 10:50:26 CDT,start,100217,Igor,6160
1529509835,2018/06/20 10:50:35 CDT,start,100218,Vielka,5429
1529509835,2018/06/20 10:50:35 CDT,start,100219,Yoshio,4535
1529509833,2018/06/20 10:50:33 CDT,start,100220,Mohammad,8738
1529509828,2018/06/20 10:50:28 CDT,start,100221,Aubrey,6725
1529509836,2018/06/20 10:50:36 CDT,start,100222,Dara,8672
1529509828,2018/06/20 10:50:28 CDT,start,100223,Alma,5972
1529509838,2018/06/20 10:50:38 CDT,start,100224,Lewis,8487
1529509843,2018/06/20 10:50:43 CDT,start,100225,Janna,2351
1529509834,2018/06/20 10:50:34 CDT,start,100226,Griffin,2166
1529509844,2018/06/20 10:50:44 CDT,start,100227,Daryl,9909
1529509832,2018/06/20 10:50:32 CDT,start,100228,Quemby,8207
1529509832,2018/06/20 10:50:32 CDT,start,100229,Alan,9861
1529509844,2018/06/20 10:50:44 CDT,start,100230,Bradley,2915
1529509828,2018/06/20 10:50:28 CDT,start,100231,Iris,2372
1529509832,2018/06/20 10:50:32 CDT,start,100232,Sheila,2398
1529509843,2018/06/20 10:50:43 CDT,start,100233,Hammett,5694
1529509838,2018/06/20 10:50:38 CDT,start,100234,Kasimir,9292
1529509837,2018/06/20 10:50:37 CDT,start,100235,Josephine,8889
1529509838,2018/06/20 10:50:38 CDT,start,100236,Darryl,9671
1529509833,2018/06/20 10:50:33 CDT,start,100237,Kelsie,9779
1529509837,2018/06/20 10:50:37 CDT,start,100238,Christian,4024
1529509833,2018/06/20 10:50:33 CDT,start,100239,Dominique,5216
1529509831,2018/06/20 10:50:31 CDT,start,100240,Destiny,3127
1529509843,2018/06/20 10:50:43 CDT,start,100241,Quyn,4930
1529509825,2018/06/20 10:50:25 CDT,start,100242,Hamish,4293
1529509831,2018/06/20 10:50:31 CDT,start,100243,Venus,7913
1529509833,2018/06/20 10:50:33 CDT,start,100244,Cody,6520
1529509826,2018/06/20 10:50:26 CDT,start,100245,Phillip,8895
1529509840,2018/06/20 10:50:40 CDT,start,100246,Marvin,8981
1529509828,2018/06/20 10:50:28 CDT,start,100247,Lewis,5082
1529509836,2018/06/20 10:50:36 CDT,start,100248,Rhona,6528
1529509832,2018/06/20 10:50:32 CDT,start,100249,Aladdin,8264
1529509831,2018/06/20 10:50:31 CDT,start,100250,Adam,5822
1529509842,2018/06/20 10:50:42 CDT,start,100251,Reece,7074
1529509830,2018/06/20 10:50:30 CDT,start,100252,Sierra,9198
1529509826,2018/06/20 10:50:26 CDT,start,100253,Hilary,3080
1529509834,2018/06/20 10:50:34 CDT,start,100254,Coby,7205
1529509837,2018/06/20 10:50:37 CDT,start,100255,Rylee,7820
1529509830,2018/06/20 10:50:30 CDT,start,100256,Keegan,4809
1529509830,2018/06/20 10:50:30 CDT,start,100257,Kimberly,4234
1529509827,2018/06/20 10:50:27 CDT,start,100258,Lynn,5785
1529509828,2018/06/20 10:50:28 CDT,start,100259,Uriah,3060
1529509825,2018/06/20 10:50:25 CDT,start,100260,Joseph,3246
1529509838,2018/06/20 10:50:38 CDT,start,100261,Bradley,9750
1529509837,2018/06/20 10:50:37 CDT,start,100262,Irene,3061
1529509843,2018/06/20 10:50:43 CDT,start,100263,Nissim,9776
1529509834,2018/06/20 10:50:34 CDT,start,100264,Hiroko,9850
1529509826,2018/06/20 10:50:26 CDT,start,100265,Chaney,6303
1529509839,2018/06/20 10:50:39 CDT,start,100266,Dorian,6658
1529509834,2018/06/20 10:50:34 CDT,start,100267,Ciaran,2793
1529509842,2018/06/20 10:50:42 CDT,start,100268,Armand,6633
1529509843,2018/06/20 10:50:43 CDT,start,100269,Reuben,8092
1529509827,2018/06/20 10:50:27 CDT,start,100270,Ignacia,8712
1529509837,2018/06/20 10:50:37 CDT,start,100271,Ahmed,5037
1529509835,2018/06/20 10:50:35 CDT,start,100272,Colt,3763
1529509844,2018/06/20 10:50:44 CDT,start,100273,Colby,8052
1529509839,2018/06/20 10:50:39 CDT,start,100274,Kevin,9947
1529509839,2018/06/20 10:50:39 CDT,start,100275,Anthony,4953
1529509825,2018/06/20 10:50:25 CDT,start,100276,Brennan,3249
1529509827,2018/06/20 10:50:27 CDT,start,100277,Riley,8258
1529509825,2018/06/20 10:50:25 CDT,start,100278,Tallulah,6312
1529509825,2018/06/20 10:50:25 CDT,start,100279,Chantale,5311
1529509841,2018/06/20 10:50:41 CDT,start,100280,Candace,6720
1529509825,2018/06/20 10:50:25 CDT,start,100281,MacKenzie,7791
1529509835,2018/06/20 10:50:35 CDT,start,100282,Paul,3860
1529509838,2018/06/20 10:50:38 CDT,start,100283,Carson,7708
1529509825,2018/06/20 10:50:25 CDT,start,100284,Walter,7183
1529509830,2018/06/20 10:50:30 CDT,start,100285,Yuli,9584
1529509830,2018/06/20 10:50:30 CDT,start,100286,Ignacia,3306
1529509828,2018/06/20 10:50:28 CDT,start,100287,Fletcher,8547
1529509844,2018/06/20 10:50:44 CDT,start,100288,Thane,8425
1529509832,2018/06/20 10:50:32 CDT,start,100289,Rhea,9737
1529509834,2018/06/20 10:50:34 CDT,start,100290,Desiree,3120
1529509831,2018/06/20 10:50:31 CDT,start,100291,Tanek,4834
1529509837,2018/06/20 10:50:37 CDT,start,100292,Zane,6708
1529509826,2018/06/20 10:50:26 CDT,start,100293,Briar,4477
1529509825,2018/06/20 10:50:25 CDT,start,100294,Jonah,9570
1529509836,2018/06/20 10:50:36 CDT,start,100295,Chandler,4304
1529509829,2018/06/20 10:50:29 CDT,start,100296,Marvin,5790
1529509842,2018/06/20 10:50:42 CDT,start,100297,Kibo,2014
1529509839,2018/06/20 10:50:39 CDT,start,100298,Sharon,2402
1529509838,2018/06/20 10:50:38 CDT,start,100299,Pascale,4579
1529509838,2018/06/20 10:50:38 CDT,start,100300,Arden,7294
1529509833,2018/06/20 10:50:33 CDT,start,100301,Benjamin,5588
1529509830,2018/06/20 10:50:30 CDT,start,100302,Kibo,5930
1529509844,2018/06/20 10:50:44 CDT,start,100303,Kerry,4308
1529509832,2018/06/20 10:50:32 CDT,start,100304,Mark,5595
1529509839,2018/06/20 10:50:39 CDT,start,100305,Rina,3366
1529509842,2018/06/20 10:50:42 CDT,start,100306,Merrill,2816
1529509840,2018/06/20 10:50:40 CDT,start,100307,Chadwick,6889
1529509828,2018/06/20 10:50:28 CDT,start,100308,Keaton,3116
1529509827,2018/06/20 10:50:27 CDT,start,100309,Mona,7447
1529509842,2018/06/20 10:50:42 CDT,start,100310,Jayme,7331
1529509828,2018/06/20 10:50:28 CDT,start,100311,Gisela,2393
1529509843,2018/06/20 10:50:43 CDT,start,100312,Nadine,9467
1529509827,2018/06/20 10:50:27 CDT,start,100313,Jael,7511
1529509829,2018/06/20 10:50:29 CDT,start,100314,Meghan,9769
1529509832,2018/06/20 10:50:32 CDT,start,100315,Demetria,3671
1529509840,2018/06/20 10:50:40 CDT,start,100316,Elvis,6782
1529509829,2018/06/20 10:50:29 CDT,start,100317,Len,3768
1529509839,2018/06/20 10:50:39 CDT,start,100318,Yuli,7685
1529509841,2018/06/20 10:50:41 CDT,start,100319,Martena,8889
1529509839,2018/06/20 10:50:39 CDT,start,100320,Bevis,3181
1529509844,2018/06/20 10:50:44 CDT,start,100321,Carissa,7351
1529509833,2018/06/20 10:50:33 CDT,start,100322,Odette,2957
1529509834,2018/06/20 10:50:34 CDT,start,100323,Axel,2520
1529509828,2018/06/20 10:50:28 CDT,start,100324,Zahir,4128
1529509839,2018/06/20 10:50:39 CDT,start,100325,Lila,5070
1529509840,2018/06/20 10:50:40 CDT,start,100326,Byron,8455
1529509827,2018/06/20 10:50:27 CDT,start,100327,Imelda,6008
1529509837,2018/06/20 10:50:37 CDT,start,100328,Eaton,8182
1529509839,2018/06/20 10:50:39 CDT,start,100329,Kennedy,6610
1529509829,2018/06/20 10:50:29 CDT,start,100330,Courtney,4045
1529509830,2018/06/20 10:50:30 CDT,start,100331,Xaviera,2904
1529509831,2018/06/20 10:50:31 CDT,start,100332,Hannah,3765
1529509842,2018/06/20 10:50:42 CDT,start,100333,Hedley,4411
1529509828,2018/06/20 10:50:28 CDT,start,100334,Ethan,7151
1529509842,2018/06/20 10:50:42 CDT,start,100335,Nadine,2023
1529509842,2018/06/20 10:50:42 CDT,start,100336,Rhoda,4885
1529509832,2018/06/20 10:50:32 CDT,start,100337,Stacy,3164
1529509840,2018/06/20 10:50:40 CDT,start,100338,Andrew,8361
1529509837,2018/06/20 10:50:37 CDT,start,100339,Coby,9383
1529509832,2018/06/20 10:50:32 CDT,start,100340,Lillith,6551
1529509835,2018/06/20 10:50:35 CDT,start,100341,Salvador,9727
1529509825,2018/06/20 10:50:25 CDT,start,100342,Bernard,6079
1529509833,2018/06/20 10:50:33 CDT,start,100343,Ivy,4808
1529509833,2018/06/20 10:50:33 CDT,start,100344,Ruby,2849
1529509844,2018/06/20 10:50:44 CDT,start,100345,Jenna,7777
1529509832,2018/06/20 10:50:32 CDT,start,100346,Griffin,2053
1529509829,2018/06/20 10:50:29 CDT,start,100347,Dante,3662
1529509841,2018/06/20 10:50:41 CDT,start,100348,Randall,6616
1529509831,2018/06/20 10:50:31 CDT,start,100349,Whoopi,3087
1529509832,2018/06/20 10:50:32 CDT,start,100350,Samson,4218
1529509840,2018/06/20 10:50:40 CDT,start,100351,Ava,2865
1529509827,2018/06/20 10:50:27 CDT,start,100352,Karen,6828
1529509830,2018/06/20 10:50:30 CDT,start,100353,Patrick,6736
1529509827,2018/06/20 10:50:27 CDT,start,100354,Wyatt,3367
1529509831,2018/06/20 10:50:31 CDT,start,100355,Willow,4937
1529509830,2018/06/20 10:50:30 CDT,start,100356,Ralph,8200
1529509842,2018/06/20 10:50:42 CDT,start,100357,Miranda,9102
1529509826,2018/06/20 10:50:26 CDT,start,100358,Sara,8125
1529509839,2018/06/20 10:50:39 CDT,start,100359,Keefe,7989
1529509837,2018/06/20 10:50:37 CDT,start,100360,Mari,6971
1529509839,2018/06/20 10:50:39 CDT,start,100361,Olivia,2403
1529509834,2018/06/20 10:50:34 CDT,start,100362,Iliana,9832
1529509829,2018/06/20 10:50:29 CDT,start,100363,Cadman,7352
1529509837,2018/06/20 10:50:37 CDT,start,100364,Lars,6737
1529509828,2018/06/20 10:50:28 CDT,start,100365,Griffin,3250
1529509830,2018/06/20 10:50:30 CDT,start,100366,Armand,8397
1529509837,2018/06/20 10:50:37 CDT,start,100367,Kelly,2761
1529509843,2018/06/20 10:50:43 CDT,start,100368,James,2510
1529509833,2018/06/20 10:50:33 CDT,start,100369,Malachi,7969
1529509838,2018/06/20 10:50:38 CDT,start,100370,Maile,9210
1529509842,2018/06/20 10:50:42 CDT,start,100371,Christian,2554
1529509837,2018/06/20 10:50:37 CDT,start,100372,Flo,8079
1529509831,2018/06/20 10:50:31 CDT,start,100373,Stephen,3739
1529509831,2018/06/20 10:50:31 CDT,start,100374,Dieter,6765
1529509844,2018/06/20 10:50:44 CDT,start,100375,Hilary,3322
1529509833,2018/06/20 10:50:33 CDT,start,100376,Brock,5085
1529509832,2018/06/20 10:50:32 CDT,start,100377,Raven,9197
1529509833,2018/06/20 10:50:33 CDT,start,100378,Igor,7661
1529509826,2018/06/20 10:50:26 CDT,start,100379,Warren,7074
1529509843,2018/06/20 10:50:43 CDT,start,100380,Ashely,2945
1529509829,2018/06/20 10:50:29 CDT,start,100381,Quinn,2043
1529509830,2018/06/20 10:50:30 CDT,start,100382,Tad,6120
1529509826,2018/06/20 10:50:26 CDT,start,100383,Thomas,7529
1529509835,2018/06/20 10:50:35 CDT,start,100384,Conan,8098
1529509842,2018/06/20 10:50:42 CDT,start,100385,Nathaniel,7705
1529509841,2018/06/20 10:50:41 CDT,start,100386,Neil,7769
1529509841,2018/06/20 10:50:41 CDT,start,100387,Callie,8184
1529509841,2018/06/20 10:50:41 CDT,start,100388,Melissa,8964
1529509839,2018/06/20 10:50:39 CDT,start,100389,Idola,9915
1529509839,2018/06/20 10:50:39 CDT,start,100390,Jared,9350
1529509841,2018/06/20 10:50:41 CDT,start,100391,Drake,3733
1529509836,2018/06/20 10:50:36 CDT,start,100392,Griffin,5378
1529509838,2018/06/20 10:50:38 CDT,start,100393,Kelsey,6989
1529509837,2018/06/20 10:50:37 CDT,start,100394,Stella,6690
1529509832,2018/06/20 10:50:32 CDT,start,100395,Merrill,7493
1529509843,2018/06/20 10:50:43 CDT,start,100396,Gail,8906
1529509843,2018/06/20 10:50:43 CDT,start,100397,Adam,9940
1529509840,2018/06/20 10:50:40 CDT,start,100398,Melissa,8452
1529509841,2018/06/20 10:50:41 CDT,start,100399,Kasimir,2016
1529509834,2018/06/20 10:50:34 CDT,start,100400,Francis,2229
1529509834,2018/06/20 10:50:34 CDT,start,100401,Donovan,8810
