timestamp,orderLocation,orderTracking,customerID,IdType,iDCountry,customerIdNumberOld,customerIdNumber,orderType,category,service,productSKU,simCardSerialNM,p1Status,p1Message,p2Status,p2Message,p3Status,p3Message,p4Status,p4Message,transactionStatus
2019-01-03 3:13:22,affil001,20190103-40421,SGIVXF3904327,nationalid,Singapore,SGKBE5927911,6577777622,TOPUP,mobile,4G,DTU-5G300V,OYLD5980032,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-A303,OK,SUCCESS,FAIL
2019-01-03 4:55:54,affil001,20190103-15070,SGOLWX2294104,nationalid,Singapore,SGZHD9589535,6577776854,NEW,mobile,4G,4G002-30D,IRUM2182558,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 5:21:48,affil001,20190103-54398,SGGYLF2424829,nationalid,Singapore,SGQFB7367793,6577773464,NEW,mobile,4G,4G002-30D,CGIH3033540,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 5:55:10,affil001,20190103-27646,SGZSXI1698815,nationalid,Singapore,SGHVB5944444,6577774638,NEW,mobile,4G,4G001-7D,IUOB7879988,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:17:19,store001,20190103-16171,SGYOSY8236613,passport,China,639284684,6577778123,NEW,mobile,4G,4G001-7D,KCMI1651090,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:24:28,store001,20190103-58667,SGEYYW7172332,passport,China,798241302,6577776040,NEW,mobile,4G,4G001-7D,MNTE8930931,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:27:11,store001,20190103-39407,SGSRRV8114947,passport,China,910757996,6577771973,NEW,mobile,4G,4G001-7D,URYW8152972,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:30:09,store001,20190103-32128,SGLNQU7092641,passport,China,781366355,6577772434,NEW,mobile,4G,4G001-7D,YRGP2583260,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:33:45,store001,20190103-56639,SGGDTS7594459,passport,China,906987394,6577772738,NEW,mobile,4G,4G001-7D,ZIOB8828486,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:40:01,store001,20190103-68806,SGGOZH3553228,passport,China,773369542,6577776705,NEW,mobile,4G,4G001-7D,IRVR6721358,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:43:47,store001,20190103-10672,SGOUYX1960356,passport,China,913507739,6577775101,NEW,mobile,4G,4G001-7D,ZMRD1117786,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:48:01,store001,20190103-35081,SGOWVL4255095,passport,China,673236812,6577776010,NEW,mobile,4G,4G001-7D,QJRE4049590,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:53:20,store001,20190103-47622,SGROTM4040743,passport,China,625794191,6577771976,NEW,mobile,4G,4G001-7D,KVYN9100748,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 6:58:51,store001,20190103-47470,SGGBEA5923101,passport,China,876800666,6577775822,NEW,mobile,4G,4G001-7D,APIE9615989,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:01:22,store001,20190103-23413,SGQSIN7732174,passport,China,771391357,6577775862,NEW,mobile,4G,4G001-7D,JWRT8338448,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:05:31,store001,20190103-68772,SGMKTO6046581,passport,China,604970673,6577779887,NEW,mobile,4G,4G001-7D,YGNR7607979,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:10:11,store001,20190103-29145,SGEELY7124106,passport,China,978342497,6577776971,NEW,mobile,4G,4G001-7D,IQVD9416157,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:14:26,store001,20190103-62301,SGYXSF7547153,passport,China,738109080,6577771914,NEW,mobile,4G,4G001-7D,HJGT8318692,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:19:21,store001,20190103-28749,SGRQDX5803373,passport,China,796815890,6577774933,NEW,mobile,4G,4G001-7D,LHLU5479667,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:21:37,store001,20190103-23968,SGJKWE8127303,passport,Japan,708175125,6577777212,NEW,mobile,4G,4G001-7D,SSAQ3665280,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:28:39,store001,20190103-18025,SGWZKT6491340,passport,Japan,935903364,6577779768,NEW,mobile,4G,4G001-7D,NSCU4684321,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:30:22,store001,20190103-52912,SGZDKF7447258,passport,Thailand,736589541,6577779079,NEW,mobile,4G,4G001-7D,HFFV6636725,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:35:11,store001,20190103-56929,SGYSBL6778420,passport,Thailand,795144226,6577773328,NEW,mobile,4G,4G001-7D,KVRQ9886930,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:38:20,store001,20190103-36387,SGELFP6700919,passport,Thailand,704599219,6577779483,NEW,mobile,4G,4G001-7D,ZPWO1570735,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:43:55,store001,20190103-62812,SGLLEI5573544,passport,Thailand,650406036,6577775603,NEW,mobile,4G,4G001-7D,LZCM7344108,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:48:26,store001,20190103-27100,SGBKKJ8541008,passport,Thailand,804249815,6577772438,NEW,mobile,4G,4G001-7D,UIJM5485613,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:50:33,store001,20190103-12997,SGBBJY1445612,passport,Thailand,796331523,6577777143,NEW,mobile,4G,4G001-7D,LPCX4266293,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:53:21,store001,20190103-49840,SGJHVT2956468,passport,Thailand,841902359,6577776566,NEW,mobile,4G,4G001-7D,BMVD4617472,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 7:56:11,store001,20190103-23526,SGTGOM5281500,passport,USA,752639388,6577774296,NEW,mobile,4G,4G001-7D,JONY1085371,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 7:58:59,store001,20190103-26940,SGTGOM5281500,passport,USA,752639388,6577774296,NEW,mobile,4G,4G001-7D,WDEO7395533,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:14:21,store002,20190103-53016,SGTGOM5281500,passport,USA,752639388,6577774296,NEW,mobile,4G,4G001-7D,IVSJ8386531,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 14:26:11,store003,20190103-65618,SGTGOM5281500,passport,USA,752639388,6577774296,NEW,mobile,4G,4G001-7D,ABUD2903433,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 8:12:43,store004,20190103-18400,SGBFWG5211772,passport,Malaysia,842638652,6577774692,NEW,mobile,4G,4G003-30D+P,PKNK7933489,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 8:20:42,store004,20190103-53182,SGVJVB9268176,passport,Malaysia,894342764,6577776077,NEW,mobile,4G,4G003-30D+P,AAWG9263589,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 8:28:41,store004,20190103-49851,SGMWLY3954712,passport,Malaysia,848379309,6577772920,NEW,mobile,4G,4G003-30D+P,XOGA2772884,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 8:33:32,store004,20190103-62104,SGEHLS7949053,passport,Malaysia,662023511,6577772959,NEW,mobile,4G,4G003-30D+P,RUTG8700914,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-A505,OK,SUCCESS,FAIL
2019-01-03 8:39:31,store004,20190103-33477,SGTKNV7457677,passport,Malaysia,780687336,6577777260,NEW,mobile,4G,4G003-30D+P,CHIW8371560,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-A505,OK,SUCCESS,FAIL
2019-01-03 9:10:41,store002,20190103-25485,SGKZOD8407143,nationalid,Singapore,SGJDN4341136,6577778010,TOPUP,mobile,4G,DTU-5G300V,RVAI1413806,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 9:19:44,store002,20190103-35691,SGBJVI8838920,nationalid,Singapore,SGSAT7657611,6577776746,TOPUP,mobile,4G,DTU-1G100V,WDKE6343145,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 9:25:44,store002,20190103-69060,SGZYUC4009299,nationalid,Singapore,SGXQT8416203,6577777558,TOPUP,mobile,4G,DTU-5G300V,GEIC6941935,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 9:44:54,store002,20190103-46410,SGFHHJ3431842,nationalid,Singapore,SGTIO9114174,6577771000,TOPUP,mobile,4G,DTU-1G100V,NJXR3922139,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 9:52:21,store002,20190103-22648,SGGYHM7113127,nationalid,Singapore,SGASM9018507,6577779461,TOPUP,mobile,4G,DTU-5G300V,FJOT7875254,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:03:11,store003,20190103-61016,SGWJDJ6518529,nationalid,Singapore,SGWOO7675014,6577771779,TOPUP,mobile,4G,DTU-5G300V,IJYI6699473,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:07:09,store004,20190103-44647,SGPJEQ5055580,nationalid,Singapore,SGWIR4864479,6577771669,TOPUP,mobile,4G,DTU-1G100V,HAIA7415898,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:11:02,store004,20190103-30133,SGANMV2370552,nationalid,Singapore,SGBYJ1463352,6577775877,TOPUP,mobile,4G,DTU-1G100V,KNPB8638763,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:17:04,store002,20190103-42293,SGRRGV7802784,nationalid,Singapore,SGTMY4104185,6577773078,TOPUP,mobile,4G,DTU-5G300V,WEYG6168622,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:17:57,store003,20190103-47601,SGRZTS9039543,nationalid,Singapore,SGWTJ5286388,6577778313,TOPUP,mobile,4G,DTU-5G300V,FCZW4333301,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:22:02,store003,20190103-61899,SGCFLS1686989,nationalid,Singapore,SGMZQ5042285,6577778235,TOPUP,mobile,4G,DTU-5G300V,OUYM4296519,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:33:33,store003,20190103-61245,SGIPVF9130051,nationalid,Singapore,SGYLO4807307,6577776603,TOPUP,mobile,4G,DTU-5G300V,PZJR9267052,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 10:47:22,store002,20190103-60297,SGGWFK3110734,nationalid,Singapore,SGXDL6125594,6577776036,TOPUP,mobile,4G,DTU-1G100V,AZOA9802695,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 11:00:01,store001,20190103-61385,SGKPOB1785742,passport,USA,676881757,6577771215,NEW,mobile,4G,4G001-7D,VOZI9325888,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:03:02,store001,20190103-22172,SGCESF7593619,passport,USA,899205138,6577775219,NEW,mobile,4G,4G001-7D,YZDZ3666749,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:06:06,store001,20190103-51990,SGOSEA1964830,passport,JAPAN,791962071,6577774292,NEW,mobile,4G,4G001-7D,AKVF7425994,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:09:09,store001,20190103-27703,SGNIBZ7937680,passport,USA,611072953,6577779800,NEW,mobile,4G,4G002-30D,IYWQ9124554,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:10:22,store001,20190103-60562,SGOWCW6674964,passport,USA,861806225,6577773314,NEW,mobile,4G,4G001-7D,RXAL5233498,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:12:33,store001,20190103-30932,SGIHZY6848217,passport,USA,693132334,6577773606,NEW,mobile,4G,4G001-7D,JOLY2793440,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:14:01,store001,20190103-70534,SGGVZJ2600736,passport,CANADA,975924830,6577774043,NEW,mobile,4G,4G002-30D,BYLN7032118,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:14:56,store001,20190103-26917,SGXTQS5963498,passport,USA,953380251,6577777874,NEW,mobile,4G,4G001-7D,VLOR6140959,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:18:23,store001,20190103-58197,SGMTQU5672938,passport,USA,942026500,6577775142,NEW,mobile,4G,4G001-7D,YMTW3733916,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-B993,OK,SUCCESS,FAIL
2019-01-03 11:58:01,store004,20190103-10244,SGFRDY2705159,passport,CHINA,939699735,6577774924,NEW,mobile,4G,4G001-7D,BRIC3017743,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:01:31,store002,20190103-15999,SGDQIU7797977,passport,KOREA,839846613,6577771064,NEW,mobile,4G,4G001-7D,OVYJ1342549,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:03:01,store003,20190103-32592,SGJFUS8588194,passport,CHINA,867653431,6577778925,NEW,mobile,4G,4G001-7D,XRRA3433278,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:05:23,store002,20190103-35904,SGGZST9654211,passport,CHINA,682271712,6577776166,NEW,mobile,4G,4G001-7D,CMFI4279920,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:00:55,store004,20190103-36340,SGQPHJ4942433,passport,CHINA,701501898,6577779388,NEW,mobile,4G,4G001-7D,KQCV1272748,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:09:31,store003,20190103-14223,SGTVQX1150916,passport,KOREA,602668138,6577775342,NEW,mobile,4G,4G001-7D,STCC7427525,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:11:33,store003,20190103-50865,SGSHUX7354482,passport,CHINA,969269096,6577775470,NEW,mobile,4G,4G001-7D,GMHP1324414,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:04:02,store004,20190103-29726,SGOTCR1582134,passport,KOREA,851776920,6577775762,NEW,mobile,4G,4G001-7D,GNSS7455548,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:09:10,store004,20190103-65836,SGDJXL9388747,passport,CHINA,888381161,6577771528,NEW,mobile,4G,4G001-7D,KTLI9416622,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:13:54,store004,20190103-28627,SGILZX9454475,passport,CHINA,714489545,6577774984,NEW,mobile,4G,4G001-7D,SVSL9598778,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:01:15,affil001,20190103-55420,SGOQPC3277789,passport,Malaysia,736607314,6577775595,NEW,mobile,4G,4G001-7D,HFHK2023614,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:07:22,affil001,20190103-45283,SGTAPT9453499,passport,Malaysia,846272983,6577777775,NEW,mobile,4G,4G001-7D,WFIV2962441,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:10:11,affil001,20190103-49378,SGVUAS1665571,passport,CHINA,923735148,6577776653,NEW,mobile,4G,4G001-7D,YBPS9777530,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:14:01,affil001,20190103-51800,SGHGIO1581312,passport,JAPAN,880964989,6577772473,NEW,mobile,4G,4G001-7D,MMIA9317244,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:12:33,store002,20190103-14259,SGJWFX6162831,passport,AUSTRALIA,702615449,6577778592,NEW,mobile,4G,4G001-7D,ENGV2573636,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:14:22,store002,20190103-59568,SGOEVF4458288,passport,JAPAN,676114032,6577771620,NEW,mobile,4G,4G001-7D,IVLQ8176221,OK,SUCCESS,OK,SUCCESS,FAIL,ERROR-UNKNOWN,OK,SUCCESS,FAIL
2019-01-03 12:19:01,store002,20190103-43867,SGEFRG9342891,nationalid,Singapore,SGOPZ7838088,6577772960,TOPUP,mobile,4G,DTU-5G300V,HRAV8545849,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:20:01,store004,20190103-21511,SGJWFX6162831,passport,AUSTRALIA,702615449,6577778592,NEW,mobile,4G,4G001-7D,GIXU4381887,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:20:33,store003,20190103-68091,SGZRAB2902237,passport,USA,624966791,6577775882,NEW,mobile,4G,4G001-7D,QLDZ7054664,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:20:56,store001,20190103-63369,SGHIJU6152560,passport,Singapore,SGTBS5714185,6577779311,NEW,mobile,4G,4G001-7D,TVHG6006831,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:21:03,affil001,20190103-52827,SGNAVU8254245,nationalid,Singapore,SGSZP6453192,6577779347,TOPUP,mobile,4G,DTU-5G300V,SEVO5919727,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:21:26,store003,20190103-46744,SGKPPT4755241,passport,Malaysia,674856833,6577779504,NEW,mobile,4G,4G001-7D,MOQH2761003,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:21:55,store001,20190103-20856,SGWTVK9443064,passport,Malaysia,897617801,6577779354,NEW,mobile,4G,4G001-7D,ZVUM4660469,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:25:02,store002,20190103-25284,SGTXCO7660748,passport,JAPAN,616782039,6577775374,NEW,mobile,4G,4G001-7D,RUSM2371954,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:26:02,affil001,20190103-66999,SGNURJ5252947,nationalid,Singapore,SGZCY9556179,6577775331,TOPUP,mobile,4G,DTU-5G300V,HMFJ1017074,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
2019-01-03 12:26:02,affil001,20190103-20172,SGNURJ5252947,nationalid,Singapore,SGZCY9556179,6577775331,NEW,mobile,4G,4G003-30D+P,JAJY5666745,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,OK,SUCCESS,SUCCESS
