UTC,_time,action,sessionID,customer,location,ResponseTime
1529597773,2018/06/21 11:16:13 CDT,authorized,10334,Dean,TX,1
1529608940,2018/06/21 14:22:20 CDT,authorized,10335,Quinn,TX,1
1529608257,2018/06/21 14:10:57 CDT,authorized,10336,Leah,CA,1
1529610552,2018/06/21 14:49:12 CDT,authorized,10337,Quincy,CA,1
1529598548,2018/06/21 11:29:08 CDT,authorized,10338,Melinda,CA,2
1529602777,2018/06/21 12:39:37 CDT,authorized,10339,Kimberley,NJ,2
1529597832,2018/06/21 11:17:12 CDT,authorized,10340,Elizabeth,CA,2
1529608083,2018/06/21 14:08:03 CDT,authorized,10341,Brynn,NJ,1
1529603057,2018/06/21 12:44:17 CDT,authorized,10342,Mohammad,NJ,2
1529602390,2018/06/21 12:33:10 CDT,authorized,10343,Erica,NJ,2
1529607405,2018/06/21 13:56:45 CDT,authorized,10344,Denton,TX,2
1529598891,2018/06/21 11:34:51 CDT,error,10345,Zeus,TX,2
1529599666,2018/06/21 11:47:46 CDT,authorized,10346,Addison,CA,2
1529606842,2018/06/21 13:47:22 CDT,authorized,10347,Bernard,TX,1
1529598516,2018/06/21 11:28:36 CDT,authorized,10348,Sydney,NJ,2
1529603548,2018/06/21 12:52:28 CDT,authorized,10349,Jonah,NJ,1
1529605227,2018/06/21 13:20:27 CDT,authorized,10350,Bert,NJ,1
1529599145,2018/06/21 11:39:05 CDT,authorized,10351,Driscoll,TX,2
1529599131,2018/06/21 11:38:51 CDT,authorized,10352,Cullen,TX,2
1529601214,2018/06/21 12:13:34 CDT,authorized,10353,Richard,TX,2
1529606889,2018/06/21 13:48:09 CDT,authorized,10354,Ryder,TX,1
1529604213,2018/06/21 13:03:33 CDT,authorized,10355,Grant,CA,2
1529607528,2018/06/21 13:58:48 CDT,authorized,10356,Chaim,CA,1
1529601796,2018/06/21 12:23:16 CDT,authorized,10357,Ursa,NJ,2
1529599194,2018/06/21 11:39:54 CDT,authorized,10358,Irene,TX,1
1529601246,2018/06/21 12:14:06 CDT,authorized,10359,Ima,TX,2
1529604931,2018/06/21 13:15:31 CDT,denied,10360,Elton,CA,1
1529603642,2018/06/21 12:54:02 CDT,authorized,10361,Brennan,NJ,2
1529604740,2018/06/21 13:12:20 CDT,authorized,10362,Maggy,NJ,2
1529606492,2018/06/21 13:41:32 CDT,authorized,10363,Sydnee,CA,1
1529600464,2018/06/21 12:01:04 CDT,authorized,10364,Kato,TX,1
1529607007,2018/06/21 13:50:07 CDT,authorized,10365,Fuller,TX,1
1529608530,2018/06/21 14:15:30 CDT,authorized,10366,Michael,CA,2
1529599174,2018/06/21 11:39:34 CDT,authorized,10367,Rhea,TX,2
1529605787,2018/06/21 13:29:47 CDT,authorized,10368,Tad,CA,2
1529609677,2018/06/21 14:34:37 CDT,authorized,10369,Tyler,TX,2
1529602013,2018/06/21 12:26:53 CDT,authorized,10370,Maxwell,TX,2
1529606978,2018/06/21 13:49:38 CDT,authorized,10371,Barrett,NJ,2
1529600452,2018/06/21 12:00:52 CDT,authorized,10372,Medge,CA,1
1529598397,2018/06/21 11:26:37 CDT,authorized,10373,Hollee,CA,1
1529606558,2018/06/21 13:42:38 CDT,authorized,10374,Griffin,NJ,1
1529606821,2018/06/21 13:47:01 CDT,authorized,10375,Merrill,NJ,1
1529606011,2018/06/21 13:33:31 CDT,authorized,10376,Hanna,CA,1
1529609193,2018/06/21 14:26:33 CDT,authorized,10377,Rylee,TX,1
1529596303,2018/06/21 10:51:43 CDT,authorized,10378,Leo,TX,2
1529600975,2018/06/21 12:09:35 CDT,authorized,10379,Cassady,CA,2
1529596932,2018/06/21 11:02:12 CDT,authorized,10380,Jaden,NJ,1
1529605789,2018/06/21 13:29:49 CDT,authorized,10381,Julian,NJ,2
1529597269,2018/06/21 11:07:49 CDT,authorized,10382,Kareem,NJ,1
1529607146,2018/06/21 13:52:26 CDT,authorized,10383,Jael,TX,6
1529596525,2018/06/21 10:55:25 CDT,authorized,10384,Kirk,CA,1
1529603245,2018/06/21 12:47:25 CDT,authorized,10385,Xaviera,CA,2
1529604665,2018/06/21 13:11:05 CDT,authorized,10386,Isabella,TX,1
1529605233,2018/06/21 13:20:33 CDT,authorized,10387,Phyllis,CA,1
1529605844,2018/06/21 13:30:44 CDT,authorized,10388,Hashim,TX,2
1529602837,2018/06/21 12:40:37 CDT,authorized,10389,Roary,NJ,2
1529610124,2018/06/21 14:42:04 CDT,authorized,10390,Alvin,TX,2
1529605635,2018/06/21 13:27:15 CDT,authorized,10391,Elijah,CA,2
1529605765,2018/06/21 13:29:25 CDT,authorized,10392,Molly,TX,1
1529609710,2018/06/21 14:35:10 CDT,authorized,10393,Sierra,CA,1
1529604378,2018/06/21 13:06:18 CDT,authorized,10394,Grant,CA,1
1529602834,2018/06/21 12:40:34 CDT,authorized,10395,Bernard,NJ,2
1529600871,2018/06/21 12:07:51 CDT,authorized,10396,Shafira,CA,2
1529601499,2018/06/21 12:18:19 CDT,authorized,10397,Astra,CA,1
1529606909,2018/06/21 13:48:29 CDT,authorized,10398,Heather,CA,2
1529609381,2018/06/21 14:29:41 CDT,authorized,10399,Dawn,NJ,2
1529609382,2018/06/21 14:29:42 CDT,authorized,10400,Kaye,TX,2
1529596437,2018/06/21 10:53:57 CDT,denied,10401,Hall,NJ,2
1529596438,2018/06/21 10:53:58 CDT,authorized,10401,Hall,NJ,2
1529601046,2018/06/21 12:10:46 CDT,authorized,10402,Angelica,TX,2
1529606844,2018/06/21 13:47:24 CDT,authorized,10403,Cameron,NJ,1
1529599008,2018/06/21 11:36:48 CDT,authorized,10404,Uma,TX,1
1529608720,2018/06/21 14:18:40 CDT,authorized,10405,Alika,NJ,1
1529605330,2018/06/21 13:22:10 CDT,authorized,10406,Peter,NJ,2
1529599218,2018/06/21 11:40:18 CDT,authorized,10407,Kennan,NJ,1
1529596871,2018/06/21 11:01:11 CDT,authorized,10408,Kirby,CA,3
1529602824,2018/06/21 12:40:24 CDT,authorized,10409,Kirestin,NJ,2
1529602780,2018/06/21 12:39:40 CDT,authorized,10410,Delilah,TX,1
1529610416,2018/06/21 14:46:56 CDT,authorized,10411,Hasad,CA,2
1529606432,2018/06/21 13:40:32 CDT,authorized,10412,Damon,TX,1
1529606371,2018/06/21 13:39:31 CDT,authorized,10413,Libby,CA,1
1529607258,2018/06/21 13:54:18 CDT,authorized,10414,Madeson,NJ,1
1529597120,2018/06/21 11:05:20 CDT,authorized,10415,Wendy,NJ,1
1529603191,2018/06/21 12:46:31 CDT,authorized,10416,Hilda,NJ,2
1529606175,2018/06/21 13:36:15 CDT,authorized,10417,Signe,NJ,2
1529601998,2018/06/21 12:26:38 CDT,authorized,10418,Alisa,TX,2
1529603607,2018/06/21 12:53:27 CDT,authorized,10419,Phelan,NJ,1
1529607254,2018/06/21 13:54:14 CDT,authorized,10420,Thor,CA,1
1529596908,2018/06/21 11:01:48 CDT,authorized,10421,Hector,NJ,2
1529605133,2018/06/21 13:18:53 CDT,authorized,10422,Grady,CA,1
1529606594,2018/06/21 13:43:14 CDT,authorized,10423,Kenyon,CA,2
1529605269,2018/06/21 13:21:09 CDT,authorized,10424,Salvador,NJ,2
1529596994,2018/06/21 11:03:14 CDT,authorized,10425,Jack,TX,1
1529599866,2018/06/21 11:51:06 CDT,authorized,10426,Briar,CA,1
1529605238,2018/06/21 13:20:38 CDT,authorized,10427,Cleo,NJ,2
1529605126,2018/06/21 13:18:46 CDT,authorized,10428,Ali,CA,1
1529605221,2018/06/21 13:20:21 CDT,authorized,10429,Cullen,NJ,2
1529607490,2018/06/21 13:58:10 CDT,authorized,10430,Flo,TX,1
1529599517,2018/06/21 11:45:17 CDT,authorized,10431,Chastity,CA,1
1529605919,2018/06/21 13:31:59 CDT,authorized,10432,Gregory,NJ,1
1529599981,2018/06/21 11:53:01 CDT,authorized,10433,Micah,CA,1
1529608949,2018/06/21 14:22:29 CDT,authorized,10434,Scarlett,NJ,1
1529597944,2018/06/21 11:19:04 CDT,authorized,10435,Germane,NJ,1
1529608337,2018/06/21 14:12:17 CDT,authorized,10436,Hu,TX,1
1529610335,2018/06/21 14:45:35 CDT,authorized,10437,Andrew,NJ,2
1529606394,2018/06/21 13:39:54 CDT,authorized,10438,Prescott,TX,2
1529599373,2018/06/21 11:42:53 CDT,authorized,10439,Kelly,TX,2
1529608130,2018/06/21 14:08:50 CDT,authorized,10440,Kimberley,NJ,1
1529601580,2018/06/21 12:19:40 CDT,authorized,10441,Daniel,CA,2
1529599498,2018/06/21 11:44:58 CDT,authorized,10442,Aaron,NJ,2
1529608741,2018/06/21 14:19:01 CDT,authorized,10443,Eliana,NJ,2
1529596652,2018/06/21 10:57:32 CDT,authorized,10444,Griffith,CA,2
1529596959,2018/06/21 11:02:39 CDT,authorized,10445,Rafael,CA,2
1529601916,2018/06/21 12:25:16 CDT,authorized,10446,Rajah,TX,1
1529602534,2018/06/21 12:35:34 CDT,authorized,10447,Amal,NJ,2
1529596765,2018/06/21 10:59:25 CDT,authorized,10448,Odysseus,CA,1
1529601847,2018/06/21 12:24:07 CDT,authorized,10449,Yoshio,CA,1
1529597430,2018/06/21 11:10:30 CDT,authorized,10450,Shelby,NJ,2
1529601589,2018/06/21 12:19:49 CDT,authorized,10451,Rosalyn,TX,2
1529601649,2018/06/21 12:20:49 CDT,authorized,10452,Rebecca,TX,2
1529603994,2018/06/21 12:59:54 CDT,authorized,10453,Ronan,NJ,1
1529607096,2018/06/21 13:51:36 CDT,authorized,10454,Chloe,CA,2
1529601294,2018/06/21 12:14:54 CDT,authorized,10455,Sade,TX,1
1529606448,2018/06/21 13:40:48 CDT,authorized,10456,Emerson,TX,5
1529604827,2018/06/21 13:13:47 CDT,authorized,10457,Whoopi,NJ,1
1529599437,2018/06/21 11:43:57 CDT,authorized,10458,Wyoming,TX,2
1529597111,2018/06/21 11:05:11 CDT,authorized,10459,Peter,NJ,1
1529597090,2018/06/21 11:04:50 CDT,authorized,10460,Dennis,NJ,2
1529602605,2018/06/21 12:36:45 CDT,authorized,10461,Abbot,NJ,2
1529601661,2018/06/21 12:21:01 CDT,authorized,10462,Cooper,TX,1
1529598301,2018/06/21 11:25:01 CDT,authorized,10463,Levi,TX,1
1529600908,2018/06/21 12:08:28 CDT,authorized,10464,Alfonso,NJ,1
1529601799,2018/06/21 12:23:19 CDT,authorized,10465,Deborah,NJ,2
1529597312,2018/06/21 11:08:32 CDT,authorized,10466,Michael,NJ,2
1529609644,2018/06/21 14:34:04 CDT,authorized,10467,Jermaine,CA,2
1529603979,2018/06/21 12:59:39 CDT,authorized,10468,Leila,NJ,2
1529603677,2018/06/21 12:54:37 CDT,authorized,10469,Briar,TX,2
1529607322,2018/06/21 13:55:22 CDT,authorized,10470,Elizabeth,CA,2
1529599170,2018/06/21 11:39:30 CDT,authorized,10471,Ifeoma,TX,1
1529604826,2018/06/21 13:13:46 CDT,authorized,10472,Kibo,NJ,1
1529605629,2018/06/21 13:27:09 CDT,authorized,10473,Caldwell,TX,1
1529603395,2018/06/21 12:49:55 CDT,authorized,10474,Nissim,TX,1
1529606215,2018/06/21 13:36:55 CDT,authorized,10475,Kellie,TX,1
1529605570,2018/06/21 13:26:10 CDT,authorized,10476,Harrison,CA,1
1529600398,2018/06/21 11:59:58 CDT,authorized,10477,Hector,CA,2
1529608045,2018/06/21 14:07:25 CDT,authorized,10478,Dominique,TX,2
1529608942,2018/06/21 14:22:22 CDT,authorized,10479,Alden,TX,1
1529601153,2018/06/21 12:12:33 CDT,authorized,10480,Magee,NJ,2
1529608796,2018/06/21 14:19:56 CDT,authorized,10481,Darius,TX,1
1529601667,2018/06/21 12:21:07 CDT,authorized,10482,Reece,CA,1
1529606580,2018/06/21 13:43:00 CDT,authorized,10483,Mannix,TX,1
1529603845,2018/06/21 12:57:25 CDT,authorized,10484,Glenna,CA,2
1529607754,2018/06/21 14:02:34 CDT,authorized,10485,Nyssa,NJ,1
1529604339,2018/06/21 13:05:39 CDT,authorized,10486,Bianca,TX,1
1529605164,2018/06/21 13:19:24 CDT,authorized,10487,Jonah,TX,2
1529602296,2018/06/21 12:31:36 CDT,authorized,10488,Timothy,CA,2
1529606041,2018/06/21 13:34:01 CDT,authorized,10489,Odysseus,NJ,2
1529600614,2018/06/21 12:03:34 CDT,authorized,10490,Andrew,NJ,2
1529608823,2018/06/21 14:20:23 CDT,authorized,10491,Celeste,NJ,1
1529605189,2018/06/21 13:19:49 CDT,authorized,10492,Scarlett,NJ,1
1529600658,2018/06/21 12:04:18 CDT,authorized,10493,Martha,TX,1
1529601395,2018/06/21 12:16:35 CDT,authorized,10494,Isaac,CA,2
1529606763,2018/06/21 13:46:03 CDT,authorized,10495,Peter,CA,6
1529600102,2018/06/21 11:55:02 CDT,authorized,10496,Isaiah,TX,1
1529600904,2018/06/21 12:08:24 CDT,authorized,10497,Farrah,CA,2
1529602325,2018/06/21 12:32:05 CDT,authorized,10498,Randall,TX,2
1529603130,2018/06/21 12:45:30 CDT,authorized,10499,Meredith,CA,5
